"","date","trust_code","covid_flag","completed_pathways_for_admitted_patients","completed_pathways_for_non_admitted_patients","incomplete_pathways","incomplete_pathways_with_dta","new_rtt_periods_all_patients","audiology_assessments","barium_enema","colonoscopy","ct","cystoscopy","dexa_scan","echocardiography","electrophysiology","flexi_sigmoidoscopy","gastroscopy","mri","non_obstetric_ultrasound","peripheral_neurophys","sleep_studies","urodynamics","all_diagnostics_tests","audiology_audiology_assessments","barium_enema_2","cardiology_echocardiography","cardiology_electrophysiology","colonoscopy_2","computed_tomography","cystoscopy_2","dexa_scan_2","flexi_sigmoidoscopy_2","gastroscopy_2","magnetic_resonance_imaging","neurophysiology_peripheral_neurophysiology","non_obstetric_ultrasound_2","respiratory_physiology_sleep_studies","total.x","urodynamics_pressures_flows","operating_theatres","X.x","occupied_beds","bed_capacity","covid_beds","X.y","sick_ftes","total_ftes","sickness_rate","ratio_doctors","doctors","senior_doctors","nurses","managers","all_ftes","standard_los","los_unadjusted","elective_proportion","emergency_proportion","CatchmentYear","trust_total_catchment","date_yr","total_ftes2","low","moderate","high","significant","investment","cost","total.y","total_pathways","admitted_pathways","non_admitted_pathways","nurses_ratio","doctors_ratio","senior_doctors_ratio","occupied_ratio","significant_ratio","years_since_covid"
"1560",2023 Q1,"RJ2","post-covid",4749,25070,194953,22375,41623,34,191,1751,17286,520,1615,3050,0,407,2021,7563,18312,94,240,57,53141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1874,899.615384615385,981.274725274725,2990,20416,29966.57493,609083.22475,0.0491994750673028,0.422458990377998,1703.17125,1245.83362,6365.77163,507.94,19882.11349,8.407741467,9.105590062,0.06825596,0.93174404,2020,366475,2023,29966.57493,NA,NA,NA,NA,NA,NA,NA,29819,4749,25070,0.010451398710928,0.00279628658415124,0.00204542428583771,0.916782386669056,NA,"3_yrs"
"1561",2023 Q1,"RJ6","post-covid",2732,17544,93820,10333,28174,958,0,1031,7999,508,789,3561,0,448,1056,5762,16470,698,80,97,39457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1875,500.406593406593,563.186813186813,5144,20417,18114.41357,364952.47868,0.0496349925763436,0.45258818988637,882.80091,729.88061,3604.45137,327.98002,11847.30383,9.045482194,9.467254408,0.176470588,0.823529412,2020,237212,2023,18114.41357,NA,NA,NA,NA,NA,NA,NA,20276,2732,17544,0.00987649510708072,0.00241894756597629,0.00199993328621828,0.888526829268292,NA,"3_yrs"
"1562",2023 Q1,"RJ7","post-covid",6264,33202,173647,20939,46356,108,0,1449,13424,685,1353,6832,438,486,1206,8964,15599,944,415,213,52116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1876,862.197802197802,944,4872,20418,36840.36443,845823.07472,0.0435556389167978,0.463878728123827,2335.48125,2020.77427,7432.63604,501.78002,27352.29654,8.728764591,9.27764977,0.243762547,0.756237453,2020,589437,2023,36840.36443,NA,NA,NA,NA,NA,NA,NA,39466,6264,33202,0.00878745953160534,0.00276119358740968,0.0023891217092522,0.913345129446824,NA,"3_yrs"
"1563",2023 Q1,"RJC","post-covid",4016,11092,93335,18835,23020,2451,0,166,6257,427,807,1317,0,157,272,3647,11051,0,41,28,26621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1942,407.494505494506,484.978021978022,2372,20420,18368.43079,409428.13245,0.0448636264442409,0.571940061510023,534.09,713.6091,3893.6094,317.47098,13381.11304,6.812837205,7.49626401,0.119191919,0.880808081,2020,238044,2023,18368.43079,NA,NA,NA,NA,NA,NA,NA,15108,4016,11092,0.00950987265262114,0.00130447802109745,0.00174294105226672,0.840232932272903,NA,"3_yrs"
"1564",2023 Q1,"RJE","post-covid",7585,36465,229667,35313,50709,1004,0,617,40833,732,0,3595,4,110,1308,20803,20557,800,919,0,91282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1943,1233.84615384615,1409.73626373626,11982,20421,49904.87223,936512.2168,0.0532880098462801,0.495640669609821,2004.75796,1970.1025,8198.72827,506.15997,30252.93408,7.054440077,7.454451131,0.118424429,0.881575571,2020,632952,2023,49904.87223,NA,NA,NA,NA,NA,NA,NA,44050,7585,36465,0.00875453424197125,0.00214066397003354,0.00210365915645149,0.875231903715136,NA,"3_yrs"
"1565",2023 Q1,"RJL","post-covid",5404,21853,110139,22718,30960,1345,0,1966,29874,1216,838,3308,0,686,1789,13125,13629,530,0,675,68981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2031,607.373626373626,700.208791208791,3660,20422,28087.89743,557688.31633,0.0503648661941478,0.561527647029929,811.33625,1039.03412,4405.35205,335.24799,17427.34406,6.674773855,7.400320256,0.083466363,0.916533637,2020,313929,2023,28087.89743,NA,NA,NA,NA,NA,NA,NA,27257,5404,21853,0.00789930848648662,0.0014548202396263,0.0018631089975806,0.86741788163656,NA,"3_yrs"
"1566",2023 Q1,"RJN","post-covid",1358,5411,35223,2636,8989,936,3,666,3007,161,0,1099,0,189,635,1217,3968,0,58,0,11939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2003,292.989010989011,316.692307692308,2125,20423,11699.83227,196650.51142,0.0594955598412448,0.554808449865427,329.94667,411.1875,1885.62083,133.71999,6722.85661,9.402528699,10.67106843,0.114444444,0.885555556,2020,123905,2023,11699.83227,NA,NA,NA,NA,NA,NA,NA,6769,1358,5411,0.00958869019146739,0.00167783275831564,0.00209095566053118,0.92515354453659,NA,"3_yrs"
"1567",2023 Q1,"RJR","post-covid",3565,17859,118641,8696,21754,2100,202,255,10665,276,0,0,0,72,331,5144,10300,0,0,0,29345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2004,467.21978021978,510.769230769231,2763,20424,20737.48508,379398.84494,0.0546587986668213,0.51222107811657,769.24671,807.79296,3321.39609,135.4,12750.83197,10.65871529,9.742162508,0.082336707,0.917663293,2020,188523,2023,20737.48508,NA,NA,NA,NA,NA,NA,NA,21424,3565,17859,0.00875436531844282,0.00202754099085793,0.00212913921793238,0.914737521514629,NA,"3_yrs"
"1568",2023 Q1,"RJZ","post-covid",9757,61177,243123,48850,85358,235,330,2439,27513,1834,1527,8706,11,889,2334,14675,28396,1758,1101,268,92016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1877,1318.62637362637,1443.1978021978,12681,20425,52578.56833,1210702.91391,0.0434281339591362,0.466131372896922,3888.42599,3395.06248,12657.99166,732.74665,39429.47676,9.150375892,9.68819939,0.202755906,0.797244094,2020,852160,2023,52578.56833,NA,NA,NA,NA,NA,NA,NA,70934,9757,61177,0.0104550765630196,0.00321170945020874,0.00280420773832579,0.913683745650302,NA,"3_yrs"
"1569",2023 Q1,"RK5","post-covid",3467,27522,141472,17031,34392,1261,0,1654,13396,1270,1129,2431,0,397,1662,6493,13098,0,792,132,43715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1944,639.450549450549,700.791208791209,5972,20426,21643.45122,455780.99499,0.0474865153613412,0.528378227025816,842.175,943.525,3734.29319,331.57626,14875.50715,7.184801995,9.1,0.072392638,0.927607362,2020,291492,2023,21643.45122,NA,NA,NA,NA,NA,NA,NA,30989,3467,27522,0.0081931744215924,0.00184776243252196,0.00207012800088495,0.912469422317003,NA,"3_yrs"
"1570",2023 Q1,"RK9","post-covid",7990,30665,148278,29162,38417,2879,0,829,15329,52,2120,4733,6,321,1463,8553,13658,599,13,24,50579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1905,972.494505494505,1101.75824175824,5313,20427,45676.25994,820029.43766,0.0557007563903313,0.44762089059298,1919.16027,1555.19319,6467.3362,752.31339,26382.32972,9.129213465,9.781639344,0.178571429,0.821428571,2020,472784,2023,45676.25994,NA,NA,NA,NA,NA,NA,NA,38655,7990,30665,0.00788671223615448,0.00234035533587237,0.00189650897708969,0.882675044883304,NA,"3_yrs"
"1571",2023 Q1,"RKB","post-covid",6919,23227,195561,39704,37067,1232,0,831,18574,557,904,1095,17,143,1316,16798,21767,1387,623,158,65402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1945,1050.53846153846,1133.15384615385,7752,20428,41056.10414,781960.76048,0.0525040465135336,0.476516665392324,1875.03751,1706.81006,7396.40903,611.75997,25347.1286,7.211784462,7.712432697,0.126658411,0.873341589,2020,570368,2023,41056.10414,NA,NA,NA,NA,NA,NA,NA,30146,6919,23227,0.00945879819526977,0.00239786649760919,0.00218273108608709,0.927092525965646,NA,"3_yrs"
"1572",2023 Q1,"RKE","post-covid",1226,15253,62346,5950,18195,1087,0,677,7454,480,564,1614,0,174,836,4535,11922,196,420,0,29959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1878,278.076923076923,326,5069,20429,16031.84973,395001.30999,0.0405868267383869,0.415017720575177,879.40747,623.8987,3002.56507,468.29469,12673.95171,9.27969801,10.22176309,0.089712919,0.910287081,2020,186090,2023,16031.84973,NA,NA,NA,NA,NA,NA,NA,16479,1226,15253,0.0076014053474304,0.00222634064181272,0.00157948514149433,0.852996696554978,NA,"3_yrs"
"1573",2023 Q1,"RL4","post-covid",5566,33923,222306,25063,48476,1754,0,1472,10449,202,1046,3623,0,263,1278,7270,9671,1515,627,16,39186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1947,843.659340659341,918.098901098901,3607,20432,46196.96663,891566.55489,0.0518154997813929,0.479256329115701,1669.47336,1536.4674,7572.48168,359.78394,28857.66007,6.790724801,6.812640449,0.088434328,0.911565672,2020,431600,2023,46196.96663,NA,NA,NA,NA,NA,NA,NA,39489,5566,33923,0.00849345642057455,0.0018725168085808,0.00172333449653634,0.91891988940357,NA,"3_yrs"
"1574",2023 Q1,"RLQ","post-covid",2978,7436,76232,19873,18114,380,0,825,8274,569,428,1649,0,317,780,3971,4549,305,139,19,22205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1948,270.252747252747,303.604395604396,1980,20433,16268.53435,296078.76342,0.0549466437987057,0.609720828520232,416.21878,650.24546,2496.37918,207.76002,9637.70202,14.93379295,9.107327905,0.130393551,0.869606449,2020,169970,2023,16268.53435,NA,NA,NA,NA,NA,NA,NA,10414,2978,7436,0.00843146989390381,0.00140577046186044,0.00219619081250214,0.890147676270448,NA,"3_yrs"
"1575",2023 Q1,"RLT","post-covid",1916,7039,47146,9311,11815,108,0,682,5637,457,440,1277,0,338,770,2917,4970,0,78,6,17680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1949,361.956043956044,361.956043956044,1394,20434,11472.95916,219650.80994,0.0522327195749197,0.5359515990379,425.73792,491.705,1749.20028,136.32001,7221.69513,7.982266201,8.634789777,0.079183267,0.920816733,2020,143900,2023,11472.95916,NA,NA,NA,NA,NA,NA,NA,8955,1916,7039,0.00796355033007988,0.00193824880553045,0.00223857585653481,1,NA,"3_yrs"
"1576",2023 Q1,"RM1","post-covid",8373,33312,260128,48223,50444,2573,289,1370,21623,1584,1025,2478,10,518,2055,7421,11205,669,652,118,53590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1984,972.142857142857,1072.01098901099,4173,20436,37525.51974,735390.49548,0.0510280184074266,0.487583225315707,1807.62682,1720.02276,6287.2803,586.80753,23869.50962,7.65826557,8.174130664,0.182655583,0.817344417,2020,629265,2023,37525.51974,NA,NA,NA,NA,NA,NA,NA,41685,8373,33312,0.00854958058153335,0.00245805028907823,0.00233892438176987,0.906840384201408,NA,"3_yrs"
"1577",2023 Q1,"RM3","post-covid",9047,46890,440081,49734,76384,4990,13,2610,31202,490,1684,5031,0,940,3599,19655,16683,921,336,63,88217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2005,1299.32967032967,1552.10989010989,6688,20437,93982.46418,1611317.7566,0.0583264621736125,0.526505960608476,2683.98832,2984.48498,14176.57868,1032.45143,53854.77221,7.844766882,8.75145518,0.130291971,0.869708029,2020,438353,2023,93982.46418,NA,NA,NA,NA,NA,NA,NA,55937,9047,46890,0.0087981272607047,0.00166571013631937,0.00185220138472097,0.837137678594186,NA,"3_yrs"
"1578",2023 Q1,"RMC","post-covid",3237,17002,115820,17006,26650,2324,126,1226,7413,317,0,1337,0,240,1088,3358,5964,59,3,39,23494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2006,591.142857142857,697.461538461538,7165,20438,28608.54604,520774.46448,0.0549346175576523,0.514055701137935,830.32208,878.3554,5002.64699,204.29,17431.79327,8.476466487,9.131346578,0.111317945,0.888682055,2020,280729,2023,28608.54604,NA,NA,NA,NA,NA,NA,NA,20239,3237,17002,0.00960616798866129,0.00159439860560192,0.00168663300508993,0.84756337739684,NA,"3_yrs"
"1579",2023 Q1,"RMP","post-covid",3372,9198,61337,12209,16314,1256,0,904,6191,353,0,2137,0,218,1009,4260,5302,193,52,42,21917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2007,401.175824175824,464.725274725275,591,20439,19897.06678,342923.44383,0.0580218912938006,0.5939126461442,447.60473,654.63282,2922.48577,310.20959,11339.38311,7.205586959,8.101906158,0.066836952,0.933163048,2020,173039,2023,19897.06678,NA,NA,NA,NA,NA,NA,NA,12570,3372,9198,0.00852226881125335,0.0013052613872089,0.00190897657123882,0.8632537242847,NA,"3_yrs"
"1580",2023 Q1,"RN3","post-covid",3510,16099,104626,12317,22524,3193,0,1163,9488,659,593,2763,0,435,813,4469,6917,208,221,24,30946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1906,563.516483516484,601.945054945055,2418,20441,20486.37122,439579.37394,0.04660448700397,0.474686706636028,973.56465,879.73825,4132.53388,293.52004,14337.94772,6.422576578,7.870151771,0.132522977,0.867477023,2020,322320,2023,20486.37122,NA,NA,NA,NA,NA,NA,NA,19609,3510,16099,0.00940110961749553,0.00221476417620288,0.00200131831053583,0.93615933694799,NA,"3_yrs"
"1581",2023 Q1,"RN5","post-covid",4723,34726,162820,24255,38289,2290,137,1818,12894,549,907,253,0,410,1603,5142,11062,0,0,80,37145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1920,725.824175824176,858.065934065934,8617,20442,33142.09672,628319.95594,0.0527471655271838,0.509669899947235,1275.29105,1325.5916,5809.5135,414.69998,20112.4793,2.889694831,7.624677835,0.086947456,0.913052544,2020,418308,2023,33142.09672,NA,NA,NA,NA,NA,NA,NA,39449,4723,34726,0.00924610693179188,0.002029684140928,0.00210973977106432,0.845883919881154,NA,"3_yrs"
"1582",2023 Q1,"RN7","post-covid",3845,10500,74009,15986,22536,14,480,1698,16212,637,657,1631,0,497,1208,7259,11646,57,0,98,42094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1921,558.054945054945,571.626373626374,3894,20443,13160.05275,345682.13891,0.0380698082680699,0.552239499442448,722.775,891.425,3374.41614,332.40002,11251.55765,9.162453146,8.883846569,0.149890591,0.850109409,2020,258280,2023,13160.05275,NA,NA,NA,NA,NA,NA,NA,14345,3845,10500,0.00976161554264898,0.00209086591016546,0.00257874185461485,0.976258218309046,NA,"3_yrs"
"1583",2023 Q1,"RNA","post-covid",5463,17416,137442,30460,30665,938,0,920,10977,446,706,2030,0,601,1090,6246,12400,0,424,53,36831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1951,639.340659340659,663.362637362637,1319,20444,24071.00684,487840.43938,0.0493419669566386,0.47191748626884,1023.35421,914.5138,4723.74871,414.18105,15870.64255,11.40270664,8.508489334,0.087952065,0.912047935,2020,326091,2023,24071.00684,NA,NA,NA,NA,NA,NA,NA,22879,5463,17416,0.00968297895927498,0.00209772320494912,0.00187461662908114,0.963787562535202,NA,"3_yrs"
"1584",2023 Q1,"RNN","post-covid",3083,19589,105803,26111,23814,3034,82,1409,14120,682,794,2813,0,292,1176,5876,9716,0,0,41,40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2032,587.032967032967,674.725274725275,5851,20446,29116.23649,547215.12996,0.0532080253192713,0.491950530199041,937.61025,907.8995,4976.59334,318.93836,18345.98581,9.67693909,10.63035804,0.096494398,0.903505602,2020,222385,2023,29116.23649,NA,NA,NA,NA,NA,NA,NA,22672,3083,19589,0.00909440011346867,0.00171342164838998,0.00165912718836258,0.870032573289902,NA,"3_yrs"
"1585",2023 Q1,"RNQ","post-covid",1964,14151,79903,13125,22801,2683,0,676,10705,292,144,3191,0,564,673,6577,9405,352,11,48,35321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1952,571.538461538462,603,2523,20447,20491.52003,390747.47855,0.0524418483928308,0.486013582773935,797.765,754.348,3470.55313,278.64667,12617.66758,7.947666058,8.549089069,0.093220339,0.906779661,2020,281661,2023,20491.52003,NA,NA,NA,NA,NA,NA,NA,16115,1964,14151,0.00888183115826788,0.00204163825435387,0.00193052557318927,0.947824977675725,NA,"3_yrs"
"1586",2023 Q1,"RNS","post-covid",3826,14181,116886,17118,25958,2768,0,1257,11301,679,404,2551,0,331,999,6384,7031,840,180,27,34752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1953,628.813186813187,749.868131868132,3335,20448,26470.52134,469222.23111,0.0564136129641191,0.42223412090716,1216.80907,889.25,4059.43258,394.78627,15159.26723,8.412637012,9.29312115,0.125192802,0.874807198,2020,324779,2023,26470.52134,NA,NA,NA,NA,NA,NA,NA,18007,3826,14181,0.00865140718161827,0.00259324684408387,0.00189515743509504,0.838565022421525,NA,"3_yrs"
"1587",2023 Q1,"RNZ","post-covid",2517,11298,78328,7852,17536,779,0,60,6515,5,539,2119,0,17,106,2605,10262,589,213,0,23809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1907,449.989010989011,483.274725274725,2354,20450,14223.02884,325477.44254,0.0436989695169183,0.540644514852841,589.90419,694.29554,2552.23363,287.59998,10531.49202,7.380104044,10.07947977,0.126845271,0.873154729,2020,232203,2023,14223.02884,NA,NA,NA,NA,NA,NA,NA,13815,2517,11298,0.00784150695692633,0.00181242726192155,0.00213316024171068,0.931124653235709,NA,"3_yrs"
"1588",2023 Q1,"RP4","post-covid",1107,4730,22662,7072,5423,1230,47,74,523,21,240,4267,1,3,159,2770,3190,63,455,345,13388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1880,157.318681318681,209.879120879121,461,20452,16768.97149,479642.63409,0.03496138645351,0.50363607217685,1081.42325,1097.267,4402.23694,383.67677,15386.48486,0,0,0,0,2020,499882,2023,16768.97149,NA,NA,NA,NA,NA,NA,NA,5837,1107,4730,0.00917816021161698,0.00225464371417217,0.0022876761197048,0.749568040211527,NA,"3_yrs"
"1589",2023 Q1,"RP5","post-covid",4343,26991,149169,20036,37893,1641,0,1620,22955,948,1088,2995,0,379,2050,6218,17846,291,117,106,58254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2033,684.186813186813,754,6051,20453,32458.91176,537358.69622,0.0604045528402708,0.515755086213617,1015.42898,1081.50369,4371.19578,530.73623,17596.92029,7.682762922,8.48838897,0.165211063,0.834788937,2020,358563,2023,32458.91176,NA,NA,NA,NA,NA,NA,NA,31334,4343,26991,0.00813459577512893,0.00188966697132277,0.00201262898992375,0.90740956656076,NA,"3_yrs"
"1590",2023 Q1,"RPA","post-covid",2327,17886,108229,11162,23531,2031,151,698,8923,680,964,1727,0,314,692,5059,6689,0,362,22,28312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1923,468.241758241758,536.087912087912,2603,20456,19700.08377,411853.19633,0.0478327810626367,0.468173422942431,1071.42046,943.1845,3646.17322,233.39999,13285.34492,8.342750761,9.197879859,0.103847463,0.896152537,2020,271648,2023,19700.08377,NA,NA,NA,NA,NA,NA,NA,20213,2327,17886,0.00885308952920807,0.00260146204897125,0.00229009877404051,0.873442112167924,NA,"3_yrs"
"1591",2023 Q1,"RPC","post-covid",3234,6199,48196,11836,9816,0,0,0,1162,0,0,120,0,0,0,626,2246,0,1168,0,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1924,27.978021978022,49.7032967032967,0,20457,3435.29321,85935.7559,0.0399751322836738,0.622675817561263,176.70625,291.60789,563.79555,75.8,2812.72159,0,0,0,0,2020,181055,2023,3435.29321,NA,NA,NA,NA,NA,NA,NA,9433,3234,6199,0.00656066318490369,0.00205625991357574,0.003393324314728,0.562900729604245,NA,"3_yrs"
"1592",2023 Q1,"RPY","post-covid",1569,3776,4777,689,4653,0,6,171,10614,88,215,637,0,52,129,5571,3781,0,0,0,21264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1883,161.527472527473,194.450549450549,277,20459,14438.90495,384857.49237,0.0375175363251562,0.437601604011035,837.63125,651.76,3119.52645,545.80001,12481.22559,0,0,0,0,2020,120013,2023,14438.90495,NA,NA,NA,NA,NA,NA,NA,5345,1569,3776,0.00810566641379273,0.00217647120455357,0.00169350996907032,0.830686634642559,NA,"3_yrs"
"1593",2023 Q1,"RQ3","post-covid",1992,14888,80514,12353,21937,1943,21,123,795,76,130,3541,0,11,133,1783,5977,0,0,342,14875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1956,292.593406593407,393.065934065934,214,20460,24013.47604,506850.0107,0.0473778741897144,0.530034378247699,928.96625,1047.70227,4508.87973,512.16666,16293.2923,0,0,0,0,2020,537500,2023,24013.47604,NA,NA,NA,NA,NA,NA,NA,16880,1992,14888,0.00889588563640924,0.00183282278857413,0.0020670854254359,0.744387598199559,NA,"3_yrs"
"1594",2023 Q1,"RQM","post-covid",5076,30207,165538,17961,42345,2060,256,1226,19429,924,1529,2977,0,559,1664,7328,18299,407,745,101,57504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1884,806.043956043956,841.098901098901,6076,20461,21386.99077,583806.84527,0.0366336759208586,0.434398574486771,2109.97092,1620.51989,5967.29698,808.08665,18877.74035,8.232870377,8.876024225,0.202012384,0.797987616,2020,527050,2023,21386.99077,NA,NA,NA,NA,NA,NA,NA,35283,5076,30207,0.0102213549367347,0.00361415926705035,0.00277578089933245,0.958322445779984,NA,"3_yrs"
"1595",2023 Q1,"RQW","post-covid",1218,16119,81667,1980,18240,978,0,792,8488,695,281,2327,0,191,548,4516,12215,60,0,84,31175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1986,397.879120879121,488.307692307692,4397,20462,14413.37353,319259.23737,0.0451463006951178,0.466351801000826,834.19546,728.99816,2698.31047,312.16666,10386.56459,6.771252127,8.533508541,0.085702164,0.914297836,2020,203338,2023,14413.37353,NA,NA,NA,NA,NA,NA,NA,17337,1218,16119,0.00845178511427953,0.00261290939260506,0.00228340506606905,0.814812314339725,NA,"3_yrs"
"1596",2023 Q1,"RQX","post-covid",2818,16949,76411,13895,29761,0,129,754,9627,447,524,2189,0,369,1111,5252,13403,0,350,9,34164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1885,282.637362637363,330.516483516484,1690,20463,15838.99412,348531.77581,0.045444906947694,0.447564159690873,835.543,676.92766,2989.36189,219.76667,11255.9894,6.186680482,7.083333333,0.091056034,0.908943966,2020,328060,2023,15838.99412,NA,NA,NA,NA,NA,NA,NA,19767,2818,16949,0.00857701391229715,0.00239732230456798,0.00194222652562108,0.855138477906706,NA,"3_yrs"
"1597",2023 Q1,"RR7","post-covid",1461,7864,38497,9512,12353,3234,142,781,7400,384,1011,1998,0,208,835,2586,7321,0,0,232,26132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2034,441.307692307692,481.241758241758,5819,20465,22936.30553,407660.69868,0.0562632247951972,0.453552844688655,748.81875,621.5219,3340.78387,272.02,13846.38556,8.269073669,8.965753425,0.096862745,0.903137255,2020,155906,2023,22936.30553,NA,NA,NA,NA,NA,NA,NA,9325,1461,7864,0.00819501090200114,0.00183686765102612,0.00152460588428681,0.91701870161898,NA,"3_yrs"
"1598",2023 Q1,"RR8","post-covid",11222,46968,264485,39576,71264,1051,1,1125,20532,324,1831,6967,24,446,1368,10085,21077,603,684,432,66550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2035,1714.8021978022,1877.65934065934,12030,20466,92475.17901,1653012.85008,0.0559434120584873,0.454717661504874,3910.45363,3260.97547,12487.25694,563.76345,53418.36751,8.89171376,9.68629832,0.253157705,0.746842295,2020,988788,2023,92475.1790099999,NA,NA,NA,NA,NA,NA,NA,58190,11222,46968,0.00755424069413354,0.00236565228746452,0.00197274659410069,0.913265873457135,NA,"3_yrs"
"1599",2023 Q1,"RRF","post-covid",5868,19484,145511,23138,33306,2473,0,980,16595,762,1025,2912,0,286,1130,8452,14888,261,313,374,50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2008,497.956043956044,723.637362637363,117,20468,31837.67756,557309.37301,0.0571274755133694,0.485491876411254,897.59802,846.977,4948.17653,406.93335,18353.26453,6.638265134,7.883495146,0.12513369,0.87486631,2020,309069,2023,31837.67756,NA,NA,NA,NA,NA,NA,NA,25352,5868,19484,0.00887868887486163,0.00161059200413608,0.00151976091022033,0.688129261514631,NA,"3_yrs"
"1600",2023 Q1,"RRK","post-covid",7225,61145,438278,37140,74826,2997,0,3335,62040,666,2632,11861,0,638,2963,22778,30520,2562,575,111,143678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1959,2666.10989010989,2712.85714285714,20800,20470,106536.62142,1859673.85895,0.0572877985606316,0.445932195841321,4465.0174,3593.5945,14644.17242,1173.41819,60060.94063,7.100910334,7.903976921,0.13087769,0.86912231,2020,1046291,2023,106536.62142,NA,NA,NA,NA,NA,NA,NA,68370,7225,61145,0.00787459174603246,0.00240096798613979,0.00193237888606392,0.982768258597643,NA,"3_yrs"
"1601",2023 Q1,"RRV","post-covid",8241,32710,214398,32158,44882,184,0,1486,18920,308,1358,4421,0,425,1606,19100,11984,1107,316,243,61458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1888,594.340659340659,752.175824175824,5609,20473,39194.77938,923988.64868,0.0424191135204888,0.449811129636426,2894.99522,2366.82554,8648.0382,1351.05266,29810.39975,6.969638254,6.865172087,0.631261596,0.368738404,2020,791639,2023,39194.77938,NA,NA,NA,NA,NA,NA,NA,40951,8241,32710,0.00935946368210745,0.00313315020063911,0.00256153097051703,0.790161874707807,NA,"3_yrs"
"1602",2023 Q1,"RTD","post-covid",13590,48117,299587,55065,84550,4125,2,1253,18652,1014,1374,4975,40,369,1194,9733,16239,592,67,568,60197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2036,1288.68131868132,1542.23076923077,4714,20477,66523.245,1241175.50218,0.053596969069369,0.490229378409786,2870.86323,2760.81327,12405.80779,575.04001,42585.97475,7.540542968,8.460654936,0.189307059,0.810692941,2020,865161,2023,66523.245,NA,NA,NA,NA,NA,NA,NA,61707,13590,48117,0.00999520838770218,0.00231301957294324,0.00222435365921331,0.835595647805733,NA,"3_yrs"
"1603",2023 Q1,"RTE","post-covid",7060,25011,215682,39322,57082,345,271,1655,17743,199,1140,4181,0,569,1860,6829,15943,550,379,103,51767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1908,835.89010989011,890.32967032967,6365,20478,31803.2734,742876.90764,0.042810959760526,0.500594647236094,1418.23717,1421.61459,5454.682,571.66005,22280.8217,8.429065917,8.423469388,0.157327586,0.842672414,2020,577712,2023,31803.2734,NA,NA,NA,NA,NA,NA,NA,32071,7060,25011,0.00734264579219274,0.00190911462641302,0.00191366103237243,0.938854603801531,NA,"3_yrs"
