,cal_quarter,PROCODE,elective_proportion,emergency_proportion
1105,Q2   2021,RCX,0.069462044,0.930537956
1106,Q2   2021,RD1,0.108429191,0.891570809
1107,Q2   2021,RD8,0.091780988,0.908219012
1108,Q2   2021,RDE,0.144371815,0.855628185
1109,Q2   2021,RDU,0.155085062,0.844914938
1110,Q2   2021,REF,0.163837994,0.836162006
1111,Q2   2021,REM,0.112984289,0.887015711
1112,Q2   2021,RF4,0.090054496,0.909945504
1113,Q2   2021,RFF,0.09836491,0.90163509
1114,Q2   2021,RFR,0.138041556,0.861958444
1115,Q2   2021,RFS,0.080431755,0.919568245
1116,Q2   2021,RGN,0.090419033,0.909580967
1117,Q2   2021,RGP,0.136824061,0.863175939
1118,Q2   2021,RGR,0.095366622,0.904633378
1119,Q2   2021,RGT,0.223799221,0.776200779
1120,Q2   2021,RH5,0.143571351,0.856428649
1121,Q2   2021,RH8,0.201480742,0.798519258
1122,Q2   2021,RHM,0.200304689,0.799695311
1123,Q2   2021,RHQ,0.219767616,0.780232384
1124,Q2   2021,RHU,0.144567548,0.855432452
1125,Q2   2021,RHW,0.14965035,0.85034965
1126,Q2   2021,RJ1,0.385804938,0.614195062
1127,Q2   2021,RJ2,0.071263563,0.928736437
1128,Q2   2021,RJ6,0.151111889,0.848888111
1129,Q2   2021,RJ7,0.234282167,0.765717833
1130,Q2   2021,RJC,0.104662099,0.895337901
1131,Q2   2021,RJE,0.113313227,0.886686773
1132,Q2   2021,RJL,0.098400651,0.901599349
1133,Q2   2021,RJN,0.096572182,0.903427818
1134,Q2   2021,RJR,0.311621724,0.688378276
1135,Q2   2021,RJZ,0.239619777,0.760380223
1136,Q2   2021,RK5,0.077245452,0.922754548
1137,Q2   2021,RK9,0.140381535,0.859618465
1138,Q2   2021,RKB,0.142196224,0.857803776
1139,Q2   2021,RKE,0.078023407,0.921976593
1140,Q2   2021,RL4,0.116989568,0.883010432
1141,Q2   2021,RLQ,0.11242083,0.88757917
1142,Q2   2021,RLT,0.092930102,0.907069898
1143,Q2   2021,RM1,0.156192031,0.843807969
1144,Q2   2021,RM3,0.16007847,0.83992153
1145,Q2   2021,RMC,0.107938719,0.892061281
1146,Q2   2021,RMP,0.058512978,0.941487022
1147,Q2   2021,RN3,0.130887328,0.869112672
1148,Q2   2021,RN5,0.104022564,0.895977436
1149,Q2   2021,RN7,0.141215603,0.858784397
1150,Q2   2021,RNA,0.109595484,0.890404516
1151,Q2   2021,RNN,0.121784836,0.878215164
1152,Q2   2021,RNQ,0.118970628,0.881029372
1153,Q2   2021,RNS,0.119210506,0.880789494
1154,Q2   2021,RNZ,0.10422486,0.89577514
1155,Q2   2021,RP5,0.134817271,0.865182729
1156,Q2   2021,RPA,0.099151235,0.900848765
1157,Q2   2021,RQM,0.087623523,0.912376477
1158,Q2   2021,RQW,0.1047268,0.8952732
1159,Q2   2021,RQX,0.117241379,0.882758621
1160,Q2   2021,RR7,0.136112016,0.863887984
1161,Q2   2021,RR8,0.254183222,0.745816778
1162,Q2   2021,RRF,0.134370442,0.865629558
1163,Q2   2021,RRK,0.108191074,0.891808926
1164,Q2   2021,RRV,0.60055049,0.39944951
1165,Q2   2021,RTD,0.257055117,0.742944883
1166,Q2   2021,RTE,0.147573977,0.852426023
1167,Q2   2021,RTF,0.091981931,0.908018069
1168,Q2   2021,RTG,0.121844864,0.878155136
1169,Q2   2021,RTH,0.166330781,0.833669219
1170,Q2   2021,RTK,0.144453047,0.855546953
1171,Q2   2021,RTP,0.124301676,0.875698324
1172,Q2   2021,RTR,0.219259151,0.780740849
1173,Q2   2021,RTX,0.121179853,0.878820147
1174,Q2   2021,RVJ,0.143691371,0.856308629
1175,Q2   2021,RVR,0.257387351,0.742612649
1176,Q2   2021,RVV,0.096386677,0.903613323
1177,Q2   2021,RVW,0.125727368,0.874272632
1178,Q2   2021,RVY,0.064978779,0.935021221
1179,Q2   2021,RWA,0.21774384,0.78225616
1180,Q2   2021,RWD,0.121669366,0.878330634
1181,Q2   2021,RWE,0.148299965,0.851700035
1182,Q2   2021,RWF,0.10897476,0.89102524
1183,Q2   2021,RWG,0.100687981,0.899312019
1184,Q2   2021,RWH,0.136430428,0.863569572
1185,Q2   2021,RWJ,0.104255955,0.895744045
1186,Q2   2021,RWP,0.096951488,0.903048512
1187,Q2   2021,RWW,0.117284901,0.882715099
1188,Q2   2021,RWY,0.085577444,0.914422556
1189,Q2   2021,RX1,0.163423813,0.836576187
1190,Q2   2021,RXC,0.103185386,0.896814614
1191,Q2   2021,RXF,0.095424536,0.904575464
1192,Q2   2021,RXK,0.12862689,0.87137311
1193,Q2   2021,RXL,0.13468426,0.86531574
1194,Q2   2021,RXN,0.18813255,0.81186745
1195,Q2   2021,RXP,0.064693047,0.935306953
1196,Q2   2021,RXQ,0.099058037,0.900941963
1197,Q2   2021,RXR,0.146272947,0.853727053
1198,Q2   2021,RXW,0.072305803,0.927694197
1199,Q2   2021,RYJ,0.301687305,0.698312695
1200,Q2   2021,RYR,0.132205804,0.867794196
1201,Q2   2022,R0A,0.19800351,0.80199649
1202,Q2   2022,R0B,0.140708577,0.859291423
1203,Q2   2022,R0D,0.181380684,0.818619316
1204,Q2   2022,R1F,0.127782142,0.872217858
1205,Q2   2022,R1H,0.216609034,0.783390966
1206,Q2   2022,R1K,0.095977585,0.904022415
1207,Q2   2022,RA2,0.146506386,0.853493614
1208,Q2   2022,RA4,0.093092048,0.906907952
1209,Q2   2022,RA7,0.168318414,0.831681586
1210,Q2   2022,RA9,0.086994184,0.913005816
1211,Q2   2022,RAE,0.114162266,0.885837734
1212,Q2   2022,RAJ,0.126631207,0.873368793
1213,Q2   2022,RAL,0.212803461,0.787196539
1214,Q2   2022,RAP,0.078036501,0.921963499
1215,Q2   2022,RAS,0.112879884,0.887120116
1216,Q2   2022,RAX,0.071882776,0.928117224
1217,Q2   2022,RBK,0.100252276,0.899747724
1218,Q2   2022,RBL,0.129009266,0.870990734
1219,Q2   2022,RBN,0.091626538,0.908373462
1220,Q2   2022,RBT,0.084633785,0.915366215
1221,Q2   2022,RC9,0.137479648,0.862520352
1222,Q2   2022,RCB,0.11845197,0.88154803
1223,Q2   2022,RCD,0.118552232,0.881447768
1224,Q2   2022,RCF,0.089214622,0.910785378
1225,Q2   2022,RCX,0.098603949,0.901396051
1226,Q2   2022,RD1,0.108697779,0.891302221
1227,Q2   2022,RD8,0.09343832,0.90656168
1228,Q2   2022,RDE,0.137208222,0.862791778
1229,Q2   2022,RDU,0.165060241,0.834939759
1230,Q2   2022,REF,0.166547021,0.833452979
1231,Q2   2022,REM,0.15259049,0.84740951
1232,Q2   2022,RF4,0.105720977,0.894279023
1233,Q2   2022,RFF,0.100025323,0.899974677
1234,Q2   2022,RFR,0.103388857,0.896611143
1235,Q2   2022,RFS,0.079591837,0.920408163
1236,Q2   2022,RGN,0.097516026,0.902483974
1237,Q2   2022,RGP,0.149135563,0.850864437
1238,Q2   2022,RGR,0.119152692,0.880847308
1239,Q2   2022,RGT,0.222955861,0.777044139
1240,Q2   2022,RH5,0.134519242,0.865480758
1241,Q2   2022,RH8,0.182814446,0.817185554
1242,Q2   2022,RHM,0.199128435,0.800871565
1243,Q2   2022,RHQ,0.226091476,0.773908524
1244,Q2   2022,RHU,0.13455414,0.86544586
1245,Q2   2022,RHW,0.158224841,0.841775159
1246,Q2   2022,RJ1,0.392300386,0.607699614
1247,Q2   2022,RJ2,0.081586218,0.918413782
1248,Q2   2022,RJ6,0.152898404,0.847101596
1249,Q2   2022,RJ7,0.245898494,0.754101506
1250,Q2   2022,RJC,0.113592501,0.886407499
1251,Q2   2022,RJE,0.132485889,0.867514111
1252,Q2   2022,RJL,0.083841212,0.916158788
1253,Q2   2022,RJN,0.08765386,0.91234614
1254,Q2   2022,RJR,0.112169843,0.887830157
1255,Q2   2022,RJZ,0.234045403,0.765954597
1256,Q2   2022,RK5,0.078042586,0.921957414
1257,Q2   2022,RK9,0.203035601,0.796964399
1258,Q2   2022,RKB,0.141686116,0.858313884
1259,Q2   2022,RKE,0.105010295,0.894989705
1260,Q2   2022,RL4,0.085757138,0.914242862
1261,Q2   2022,RLQ,0.115969914,0.884030086
1262,Q2   2022,RLT,0.079286422,0.920713578
1263,Q2   2022,RM1,0.203996538,0.796003462
1264,Q2   2022,RM3,0.132846652,0.867153348
1265,Q2   2022,RMC,0.144735077,0.855264923
1266,Q2   2022,RMP,0.08847352,0.91152648
1267,Q2   2022,RN3,0.138829948,0.861170052
1268,Q2   2022,RN5,0.103991681,0.896008319
1269,Q2   2022,RN7,0.173059668,0.826940332
1270,Q2   2022,RNA,0.153246464,0.846753536
1271,Q2   2022,RNN,0.1115022,0.8884978
1272,Q2   2022,RNQ,0.116975749,0.883024251
1273,Q2   2022,RNS,0.139351151,0.860648849
1274,Q2   2022,RNZ,0.146764761,0.853235239
1275,Q2   2022,RP5,0.155166185,0.844833815
1276,Q2   2022,RPA,0.112331982,0.887668018
1277,Q2   2022,RQM,0.104165208,0.895834792
1278,Q2   2022,RQW,0.096999709,0.903000291
1279,Q2   2022,RQX,0.094456249,0.905543751
1280,Q2   2022,RR7,0.107240437,0.892759563
1281,Q2   2022,RR8,0.283325399,0.716674601
1282,Q2   2022,RRF,0.178005391,0.821994609
1283,Q2   2022,RRK,0.133142938,0.866857062
1284,Q2   2022,RRV,0.605740547,0.394259453
1285,Q2   2022,RTD,0.246964236,0.753035764
1286,Q2   2022,RTE,0.181202371,0.818797629
1287,Q2   2022,RTF,0.080765265,0.919234735
1288,Q2   2022,RTG,0.135279333,0.864720667
1289,Q2   2022,RTH,0.158748664,0.841251336
1290,Q2   2022,RTK,0.128155928,0.871844072
1291,Q2   2022,RTP,0.113464991,0.886535009
1292,Q2   2022,RTR,1,NA
1293,Q2   2022,RTX,0.11627664,0.88372336
1294,Q2   2022,RVJ,0.168152948,0.831847052
1295,Q2   2022,RVR,0.25139747,0.74860253
1296,Q2   2022,RVV,0.125032807,0.874967193
1297,Q2   2022,RVW,0.138285299,0.861714701
1298,Q2   2022,RVY,0.0875,0.9125
1299,Q2   2022,RWA,0.198907792,0.801092208
1300,Q2   2022,RWD,0.12686621,0.87313379
1301,Q2   2022,RWE,0.1619465,0.8380535
1302,Q2   2022,RWF,0.077527753,0.922472247
1303,Q2   2022,RWG,0.115099458,0.884900542
1304,Q2   2022,RWH,0.191816523,0.808183477
1305,Q2   2022,RWJ,0.094708668,0.905291332
1306,Q2   2022,RWP,0.11040724,0.88959276
1307,Q2   2022,RWW,0.109412991,0.890587009
1308,Q2   2022,RWY,0.100704359,0.899295641
1309,Q2   2022,RX1,0.193314539,0.806685461
1310,Q2   2022,RXC,0.115058642,0.884941358
1311,Q2   2022,RXF,0.108592264,0.891407736
1312,Q2   2022,RXK,0.125595412,0.874404588
1313,Q2   2022,RXL,0.121723227,0.878276773
1314,Q2   2022,RXN,0.213223276,0.786776724
1315,Q2   2022,RXP,0.064972268,0.935027732
1316,Q2   2022,RXQ,0.090882179,0.909117821
1317,Q2   2022,RXR,0.151090021,0.848909979
1318,Q2   2022,RXW,0.06873208,0.93126792
1319,Q2   2022,RYJ,0.296758651,0.703241349
1320,Q2   2022,RYR,0.143771331,0.856228669
1321,Q3   2018,R0A,0.248110236,0.751889764
1322,Q3   2018,R1F,0.154409521,0.845590479
1323,Q3   2018,R1H,0.171987395,0.828012605
1324,Q3   2018,R1K,0.119454783,0.880545217
1325,Q3   2018,RA2,0.209918478,0.790081522
1326,Q3   2018,RA4,0.137760509,0.862239491
1327,Q3   2018,RA7,0.247533966,0.752466034
1328,Q3   2018,RA9,0.096951086,0.903048914
1329,Q3   2018,RAE,0.093442042,0.906557958
1330,Q3   2018,RAJ,0.165261536,0.834738464
1331,Q3   2018,RAL,0.174484053,0.825515947
1332,Q3   2018,RAP,0.074685063,0.925314937
1333,Q3   2018,RAS,0.129399933,0.870600067
1334,Q3   2018,RAX,0.135224913,0.864775087
1335,Q3   2018,RBK,0.112737195,0.887262805
1336,Q3   2018,RBL,0.156146742,0.843853258
1337,Q3   2018,RBN,0.121250262,0.878749738
1338,Q3   2018,RBT,0.085861477,0.914138523
1339,Q3   2018,RBZ,0.257310924,0.742689076
1340,Q3   2018,RC9,0.160472973,0.839527027
1341,Q3   2018,RCB,0.122869132,0.877130868
1342,Q3   2018,RCD,0.176307954,0.823692046
1343,Q3   2018,RCF,0.130730659,0.869269341
1344,Q3   2018,RCX,0.121710895,0.878289105
1345,Q3   2018,RD1,0.135305529,0.864694471
1346,Q3   2018,RD8,0.110897581,0.889102419
1347,Q3   2018,RDE,0.157880508,0.842119492
1348,Q3   2018,RDU,0.152974504,0.847025496
1349,Q3   2018,REF,0.198974609,0.801025391
1350,Q3   2018,REM,0.116569252,0.883430748
1351,Q3   2018,RF4,0.110063552,0.889936448
1352,Q3   2018,RFF,0.100757284,0.899242716
1353,Q3   2018,RFR,0.193049065,0.806950935
1354,Q3   2018,RFS,0.117139614,0.882860386
1355,Q3   2018,RGN,0.186883841,0.813116159
1356,Q3   2018,RGP,0.13728978,0.86271022
1357,Q3   2018,RGR,0.139238515,0.860761485
1358,Q3   2018,RGT,0.24421006,0.75578994
1359,Q3   2018,RH5,NA,1
1360,Q3   2018,RH8,0.258687259,0.741312741
1361,Q3   2018,RHM,0.239152924,0.760847076
1362,Q3   2018,RHQ,0.261243236,0.738756764
1363,Q3   2018,RHU,0.167617258,0.832382742
1364,Q3   2018,RHW,0.14913488,0.85086512
1365,Q3   2018,RJ1,0.359629653,0.640370347
1366,Q3   2018,RJ2,0.10174304,0.89825696
1367,Q3   2018,RJ6,0.119465464,0.880534536
1368,Q3   2018,RJ7,0.221105179,0.778894821
1369,Q3   2018,RJC,0.158235197,0.841764803
1370,Q3   2018,RJE,0.132582048,0.867417952
1371,Q3   2018,RJL,0.162978606,0.837021394
1372,Q3   2018,RJN,0.109593393,0.890406607
1373,Q3   2018,RJR,0.14599278,0.85400722
1374,Q3   2018,RJZ,0.283981668,0.716018332
1375,Q3   2018,RK5,0.146305314,0.853694686
1376,Q3   2018,RK9,0.205242219,0.794757781
1377,Q3   2018,RKB,0.206792642,0.793207358
1378,Q3   2018,RKE,0.106909091,0.893090909
1379,Q3   2018,RL4,0.169585916,0.830414084
1380,Q3   2018,RLQ,0.165600155,0.834399845
1381,Q3   2018,RLT,0.125856164,0.874143836
1382,Q3   2018,RM1,0.20922327,0.79077673
1383,Q3   2018,RM3,0.196211096,0.803788904
1384,Q3   2018,RMC,0.137966016,0.862033984
1385,Q3   2018,RMP,0.110406309,0.889593691
1386,Q3   2018,RN3,0.156519512,0.843480488
1387,Q3   2018,RN5,0.159744975,0.840255025
1388,Q3   2018,RN7,0.259077629,0.740922371
1389,Q3   2018,RNA,0.134140035,0.865859965
1390,Q3   2018,RNN,0.611111111,0.388888889
1391,Q3   2018,RNQ,0.121201618,0.878798382
1392,Q3   2018,RNS,0.141414991,0.858585009
1393,Q3   2018,RNZ,0.197818065,0.802181935
1394,Q3   2018,RP5,0.157272596,0.842727404
1395,Q3   2018,RPA,0.147315993,0.852684007
1396,Q3   2018,RQM,0.106831241,0.893168759
1397,Q3   2018,RQW,0.108215496,0.891784504
1398,Q3   2018,RQX,0.144846293,0.855153707
1399,Q3   2018,RR7,0.178066973,0.821933027
1400,Q3   2018,RR8,0.234903753,0.765096247
1401,Q3   2018,RRF,0.18734074,0.81265926
1402,Q3   2018,RRK,0.246776479,0.753223521
1403,Q3   2018,RRV,0.400269649,0.599730351
1404,Q3   2018,RTD,0.333352729,0.666647271
1405,Q3   2018,RTE,0.207577698,0.792422302
1406,Q3   2018,RTF,0.108751005,0.891248995
1407,Q3   2018,RTG,0.186929953,0.813070047
1408,Q3   2018,RTH,0.201523616,0.798476384
1409,Q3   2018,RTK,0.227033186,0.772966814
1410,Q3   2018,RTP,0.117569061,0.882430939
1411,Q3   2018,RTR,0.245875016,0.754124984
1412,Q3   2018,RTX,0.152001736,0.847998264
1413,Q3   2018,RVJ,0.180302938,0.819697062
1414,Q3   2018,RVR,0.175951836,0.824048164
1415,Q3   2018,RVV,0.209280838,0.790719162
1416,Q3   2018,RVW,0.168781505,0.831218495
1417,Q3   2018,RVY,0.089730056,0.910269944
1418,Q3   2018,RWA,0.251623703,0.748376297
1419,Q3   2018,RWD,0.14273743,0.85726257
1420,Q3   2018,RWE,0.18678035,0.81321965
1421,Q3   2018,RWF,0.105302874,0.894697126
1422,Q3   2018,RWG,0.149820986,0.850179014
1423,Q3   2018,RWH,0.172488704,0.827511296
1424,Q3   2018,RWJ,0.131750287,0.868249713
1425,Q3   2018,RWP,0.155752478,0.844247522
1426,Q3   2018,RWW,0.139334451,0.860665549
1427,Q3   2018,RWY,0.117069549,0.882930451
1428,Q3   2018,RX1,0.210081374,0.789918626
1429,Q3   2018,RXC,0.115166667,0.884833333
1430,Q3   2018,RXF,0.125688326,0.874311674
1431,Q3   2018,RXK,0.137208693,0.862791307
1432,Q3   2018,RXL,0.179109127,0.820890873
1433,Q3   2018,RXN,0.212057864,0.787942136
1434,Q3   2018,RXP,0.104669427,0.895330573
1435,Q3   2018,RXQ,0.154065133,0.845934867
1436,Q3   2018,RXR,0.164591229,0.835408771
1437,Q3   2018,RXW,0.096395706,0.903604294
1438,Q3   2018,RYJ,0.271925435,0.728074565
1439,Q3   2018,RYR,0.113600548,0.886399452
1440,Q3   2019,R0A,0.234695881,0.765304119
1441,Q3   2019,R0B,0.177093359,0.822906641
1442,Q3   2019,R1F,0.134479842,0.865520158
1443,Q3   2019,R1H,0.160761069,0.839238931
1444,Q3   2019,R1K,0.110585827,0.889414173
1445,Q3   2019,RA2,0.183770368,0.816229632
1446,Q3   2019,RA4,0.113670012,0.886329988
1447,Q3   2019,RA7,0.226326886,0.773673114
1448,Q3   2019,RA9,0.100253109,0.899746891
1449,Q3   2019,RAE,0.11115007,0.88884993
1450,Q3   2019,RAJ,0.141135658,0.858864342
1451,Q3   2019,RAL,0.172468176,0.827531824
1452,Q3   2019,RAP,0.056224288,0.943775712
1453,Q3   2019,RAS,0.121955261,0.878044739
1454,Q3   2019,RAX,0.120963608,0.879036392
1455,Q3   2019,RBK,0.095710663,0.904289337
1456,Q3   2019,RBL,0.143326418,0.856673582
1457,Q3   2019,RBN,0.104913954,0.895086046
1458,Q3   2019,RBT,0.088697191,0.911302809
1459,Q3   2019,RBZ,0.172148092,0.827851908
1460,Q3   2019,RC9,0.131053137,0.868946863
1461,Q3   2019,RCB,0.118805631,0.881194369
1462,Q3   2019,RCD,0.161534102,0.838465898
1463,Q3   2019,RCF,0.10196495,0.89803505
1464,Q3   2019,RCX,0.133209688,0.866790312
1465,Q3   2019,RD1,0.119992477,0.880007523
1466,Q3   2019,RD8,0.133639822,0.866360178
1467,Q3   2019,RDE,0.156287166,0.843712834
1468,Q3   2019,RDU,0.165883017,0.834116983
1469,Q3   2019,REF,0.178638298,0.821361702
1470,Q3   2019,REM,0.11814346,0.88185654
1471,Q3   2019,RF4,0.135821524,0.864178476
1472,Q3   2019,RFF,0.095232729,0.904767271
1473,Q3   2019,RFR,0.188057041,0.811942959
1474,Q3   2019,RFS,0.113708579,0.886291421
1475,Q3   2019,RGN,0.133197727,0.866802273
1476,Q3   2019,RGP,0.133424616,0.866575384
1477,Q3   2019,RGR,0.120116439,0.879883561
1478,Q3   2019,RGT,0.221921417,0.778078583
1479,Q3   2019,RH5,0.003058104,0.996941896
1480,Q3   2019,RH8,0.247116674,0.752883326
1481,Q3   2019,RHM,0.217331182,0.782668818
1482,Q3   2019,RHQ,0.262889342,0.737110658
1483,Q3   2019,RHU,0.152431181,0.847568819
1484,Q3   2019,RHW,0.1517778,0.8482222
1485,Q3   2019,RJ1,0.341228279,0.658771721
1486,Q3   2019,RJ2,0.081984334,0.918015666
1487,Q3   2019,RJ6,0.114672475,0.885327525
1488,Q3   2019,RJ7,0.224737052,0.775262948
1489,Q3   2019,RJC,0.153145695,0.846854305
1490,Q3   2019,RJE,0.125316308,0.874683692
1491,Q3   2019,RJL,0.150211048,0.849788952
1492,Q3   2019,RJN,0.114942529,0.885057471
1493,Q3   2019,RJR,0.132292084,0.867707916
1494,Q3   2019,RJZ,0.294355733,0.705644267
1495,Q3   2019,RK5,0.114981237,0.885018763
1496,Q3   2019,RK9,0.217764457,0.782235543
1497,Q3   2019,RKB,0.183551992,0.816448008
1498,Q3   2019,RKE,0.12496812,0.87503188
1499,Q3   2019,RL4,0.158862144,0.841137856
1500,Q3   2019,RLQ,0.147865094,0.852134906
1501,Q3   2019,RLT,0.11454584,0.88545416
1502,Q3   2019,RM1,0.184027999,0.815972001
1503,Q3   2019,RM3,0.182108918,0.817891082
1504,Q3   2019,RMC,0.123680824,0.876319176
1505,Q3   2019,RMP,0.105343771,0.894656229
1506,Q3   2019,RN3,0.156450216,0.843549784
1507,Q3   2019,RN5,0.13738703,0.86261297
1508,Q3   2019,RN7,0.233642794,0.766357206
1509,Q3   2019,RNA,0.134356251,0.865643749
1510,Q3   2019,RNN,0.143098864,0.856901136
1511,Q3   2019,RNQ,0.118073722,0.881926278
1512,Q3   2019,RNS,0.152244082,0.847755918
1513,Q3   2019,RNZ,0.183742331,0.816257669
1514,Q3   2019,RP5,0.166450684,0.833549316
1515,Q3   2019,RPA,0.133518479,0.866481521
1516,Q3   2019,RQM,0.10619469,0.89380531
1517,Q3   2019,RQW,0.096051343,0.903948657
1518,Q3   2019,RQX,0.147317423,0.852682577
1519,Q3   2019,RR7,0.154632688,0.845367312
1520,Q3   2019,RR8,0.243626721,0.756373279
1521,Q3   2019,RRF,0.169700528,0.830299472
1522,Q3   2019,RRK,0.248497709,0.751502291
1523,Q3   2019,RRV,0.752333011,0.247666989
1524,Q3   2019,RTD,0.294579479,0.705420521
1525,Q3   2019,RTE,0.24063067,0.75936933
1526,Q3   2019,RTF,0.093231089,0.906768911
1527,Q3   2019,RTG,0.148654229,0.851345771
1528,Q3   2019,RTH,0.19858422,0.80141578
1529,Q3   2019,RTK,0.190992494,0.809007506
1530,Q3   2019,RTP,0.120154231,0.879845769
1531,Q3   2019,RTR,0.256690118,0.743309882
1532,Q3   2019,RTX,0.132709888,0.867290112
1533,Q3   2019,RVJ,0.157958199,0.842041801
1534,Q3   2019,RVR,0.174940898,0.825059102
1535,Q3   2019,RVV,0.147682938,0.852317062
1536,Q3   2019,RVW,0.121184675,0.878815325
1537,Q3   2019,RVY,0.070794041,0.929205959
1538,Q3   2019,RWA,0.238434633,0.761565367
1539,Q3   2019,RWD,0.13578704,0.86421296
1540,Q3   2019,RWE,0.172501444,0.827498556
1541,Q3   2019,RWF,0.112789857,0.887210143
1542,Q3   2019,RWG,0.132204824,0.867795176
1543,Q3   2019,RWH,0.14279686,0.85720314
1544,Q3   2019,RWJ,0.136555509,0.863444491
1545,Q3   2019,RWP,0.14468448,0.85531552
1546,Q3   2019,RWW,0.096871239,0.903128761
1547,Q3   2019,RWY,0.109467944,0.890532056
1548,Q3   2019,RX1,0.192984688,0.807015312
1549,Q3   2019,RXC,0.108731991,0.891268009
1550,Q3   2019,RXF,0.110831406,0.889168594
1551,Q3   2019,RXK,0.14475052,0.85524948
1552,Q3   2019,RXL,0.148379761,0.851620239
1553,Q3   2019,RXN,0.205655731,0.794344269
1554,Q3   2019,RXP,0.097261236,0.902738764
1555,Q3   2019,RXQ,0.148335015,0.851664985
1556,Q3   2019,RXR,0.155564315,0.844435685
1557,Q3   2019,RXW,0.098636108,0.901363892
1558,Q3   2019,RYJ,0.250765996,0.749234004
1559,Q3   2019,RYR,0.108106308,0.891893692
1560,Q3   2020,R0A,0.171553634,0.828446366
1561,Q3   2020,R0B,0.142561098,0.857438902
1562,Q3   2020,R0D,0.130025057,0.869974943
1563,Q3   2020,R1F,0.086477554,0.913522446
1564,Q3   2020,R1H,0.120634921,0.879365079
1565,Q3   2020,R1K,0.061816978,0.938183022
1566,Q3   2020,RA2,0.163788173,0.836211827
1567,Q3   2020,RA4,0.103224611,0.896775389
1568,Q3   2020,RA7,0.142388305,0.857611695
1569,Q3   2020,RA9,0.078649189,0.921350811
1570,Q3   2020,RAE,0.068263866,0.931736134
1571,Q3   2020,RAJ,0.113414987,0.886585013
1572,Q3   2020,RAL,0.149192751,0.850807249
1573,Q3   2020,RAP,0.045428296,0.954571704
1574,Q3   2020,RAS,0.079398638,0.920601362
1575,Q3   2020,RAX,0.093213179,0.906786821
1576,Q3   2020,RBK,0.062752336,0.937247664
1577,Q3   2020,RBL,0.099675174,0.900324826
1578,Q3   2020,RBN,0.08224674,0.91775326
1579,Q3   2020,RBT,0.05668111,0.94331889
1580,Q3   2020,RBZ,0.164803313,0.835196687
1581,Q3   2020,RC9,0.104662537,0.895337463
1582,Q3   2020,RCB,0.060022812,0.939977188
1583,Q3   2020,RCD,0.099005211,0.900994789
1584,Q3   2020,RCF,0.073653199,0.926346801
1585,Q3   2020,RCX,0.052578743,0.947421257
1586,Q3   2020,RD1,0.071339822,0.928660178
1587,Q3   2020,RD8,0.122762646,0.877237354
1588,Q3   2020,RDE,0.119671116,0.880328884
1589,Q3   2020,RDU,0.152264808,0.847735192
1590,Q3   2020,REF,0.172093498,0.827906502
1591,Q3   2020,REM,0.086562524,0.913437476
1592,Q3   2020,RF4,0.102569799,0.897430201
1593,Q3   2020,RFF,0.087540596,0.912459404
1594,Q3   2020,RFR,0.08144177,0.91855823
1595,Q3   2020,RFS,0.065245148,0.934754852
1596,Q3   2020,RGN,0.075621598,0.924378402
1597,Q3   2020,RGP,0.070265487,0.929734513
1598,Q3   2020,RGR,0.064324508,0.935675492
1599,Q3   2020,RGT,0.237360389,0.762639611
1600,Q3   2020,RH5,0.123120301,0.876879699
1601,Q3   2020,RH8,0.184875445,0.815124555
1602,Q3   2020,RHM,0.185944814,0.814055186
1603,Q3   2020,RHQ,0.199081491,0.800918509
1604,Q3   2020,RHU,0.106967677,0.893032323
1605,Q3   2020,RHW,0.106184723,0.893815277
1606,Q3   2020,RJ1,0.367060941,0.632939059
1607,Q3   2020,RJ2,0.038357645,0.961642355
1608,Q3   2020,RJ6,0.13578608,0.86421392
1609,Q3   2020,RJ7,0.231227652,0.768772348
1610,Q3   2020,RJC,0.09471831,0.90528169
1611,Q3   2020,RJE,0.110830868,0.889169132
1612,Q3   2020,RJL,0.105397199,0.894602801
1613,Q3   2020,RJN,0.069588491,0.930411509
1614,Q3   2020,RJR,0.106807919,0.893192081
1615,Q3   2020,RJZ,0.218433306,0.781566694
1616,Q3   2020,RK5,0.091935824,0.908064176
1617,Q3   2020,RK9,0.171375465,0.828624535
1618,Q3   2020,RKB,0.117599862,0.882400138
1619,Q3   2020,RKE,0.068935927,0.931064073
1620,Q3   2020,RL4,0.141405933,0.858594067
1621,Q3   2020,RLQ,0.103771779,0.896228221
1622,Q3   2020,RLT,0.059372157,0.940627843
1623,Q3   2020,RM1,0.118405347,0.881594653
1624,Q3   2020,RM3,0.135981151,0.864018849
1625,Q3   2020,RMC,0.085497977,0.914502023
1626,Q3   2020,RMP,0.050659162,0.949340838
1627,Q3   2020,RN3,0.129643507,0.870356493
1628,Q3   2020,RN5,0.086732915,0.913267085
1629,Q3   2020,RN7,0.183744466,0.816255534
1630,Q3   2020,RNA,0.114583333,0.885416667
1631,Q3   2020,RNN,0.084306272,0.915693728
1632,Q3   2020,RNQ,0.114159001,0.885840999
1633,Q3   2020,RNS,0.090023641,0.909976359
1634,Q3   2020,RNZ,0.116093023,0.883906977
1635,Q3   2020,RP5,0.087838384,0.912161616
1636,Q3   2020,RPA,0.095525606,0.904474394
1637,Q3   2020,RQM,0.052234165,0.947765835
1638,Q3   2020,RQW,0.058344956,0.941655044
1639,Q3   2020,RQX,0.091427214,0.908572786
