,cal_quarter,PROCODE,los_unadjusted
2132,Q4   2019,RVJ,7.09847483
2133,Q4   2019,RVR,6.601670201
2134,Q4   2019,RVV,7.00292713
2135,Q4   2019,RVW,6.059382423
2136,Q4   2019,RVY,7.503831418
2137,Q4   2019,RWA,6.201264164
2138,Q4   2019,RWD,6.468722182
2139,Q4   2019,RWE,6.29568991
2140,Q4   2019,RWF,6.403880266
2141,Q4   2019,RWG,6.716744128
2142,Q4   2019,RWH,5.674484719
2143,Q4   2019,RWJ,8.045592221
2144,Q4   2019,RWP,6.539210911
2145,Q4   2019,RWW,7.803431283
2146,Q4   2019,RWY,5.997351146
2147,Q4   2019,RX1,7.05360454
2148,Q4   2019,RXC,7.260203485
2149,Q4   2019,RXF,7.126487398
2150,Q4   2019,RXK,6.261472327
2151,Q4   2019,RXL,7.919035109
2152,Q4   2019,RXN,7.842974278
2153,Q4   2019,RXP,6.5094
2154,Q4   2019,RXQ,8.570391358
2155,Q4   2019,RXR,7.56942789
2156,Q4   2019,RXW,6.221305842
2157,Q4   2019,RYJ,6.978335495
2158,Q4   2019,RYR,7.518135198
2159,Q4   2020,R0A,7.9378219
2160,Q4   2020,R0B,6.374203514
2161,Q4   2020,R0D,6.075564915
2162,Q4   2020,R1F,6.481075697
2163,Q4   2020,R1H,6.754873148
2164,Q4   2020,R1K,6.827710177
2165,Q4   2020,RA2,5.8125
2166,Q4   2020,RA4,7.768867925
2167,Q4   2020,RA7,7.230977672
2168,Q4   2020,RA9,6.294085332
2169,Q4   2020,RAE,6.160569106
2170,Q4   2020,RAJ,6.110228732
2171,Q4   2020,RAL,6.577618961
2172,Q4   2020,RAP,7.43035343
2173,Q4   2020,RAS,6.233324682
2174,Q4   2020,RAX,6.397732325
2175,Q4   2020,RBK,6.532489611
2176,Q4   2020,RBL,7.147408406
2177,Q4   2020,RBN,6.712486506
2178,Q4   2020,RBT,7.151201326
2179,Q4   2020,RBZ,6.017365269
2180,Q4   2020,RC9,6.506134969
2181,Q4   2020,RCB,6.268989205
2182,Q4   2020,RCD,6.119298246
2183,Q4   2020,RCF,6.992133132
2184,Q4   2020,RCX,7.355078282
2185,Q4   2020,RD1,6.314757482
2186,Q4   2020,RD8,6.505378612
2187,Q4   2020,RDE,6.072623302
2188,Q4   2020,RDU,7.098783606
2189,Q4   2020,REF,6.04363254
2190,Q4   2020,REM,8.530968959
2191,Q4   2020,RF4,6.994044396
2192,Q4   2020,RFF,6.097449183
2193,Q4   2020,RFR,6.352393875
2194,Q4   2020,RFS,5.338857893
2195,Q4   2020,RGN,7.599845372
2196,Q4   2020,RGP,8.51441933
2197,Q4   2020,RGR,7.263396375
2198,Q4   2020,RGT,8.105419136
2199,Q4   2020,RH5,8.48245614
2200,Q4   2020,RH8,6.935089593
2201,Q4   2020,RHM,6.655654175
2202,Q4   2020,RHQ,7.712319931
2203,Q4   2020,RHU,6.758985967
2204,Q4   2020,RHW,5.858348572
2205,Q4   2020,RJ1,6.609437417
2206,Q4   2020,RJ2,7.015107754
2207,Q4   2020,RJ6,7.412531539
2208,Q4   2020,RJ7,7.519263387
2209,Q4   2020,RJC,6.302936631
2210,Q4   2020,RJE,6.970820669
2211,Q4   2020,RJL,7.091918749
2212,Q4   2020,RJN,7.542705971
2213,Q4   2020,RJR,8.632944228
2214,Q4   2020,RJZ,7.820360666
2215,Q4   2020,RK5,5.98844102
2216,Q4   2020,RK9,7.03695052
2217,Q4   2020,RKB,6.52143353
2218,Q4   2020,RKE,6.769070446
2219,Q4   2020,RL4,7.501752564
2220,Q4   2020,RLQ,6.637788779
2221,Q4   2020,RLT,6.339092873
2222,Q4   2020,RM1,6.70739726
2223,Q4   2020,RM3,8.874857631
2224,Q4   2020,RMC,7.022007722
2225,Q4   2020,RMP,6.581738231
2226,Q4   2020,RN3,6.618072462
2227,Q4   2020,RN5,6.830077891
2228,Q4   2020,RN7,6.862025086
2229,Q4   2020,RNA,7.048858447
2230,Q4   2020,RNN,8.412586207
2231,Q4   2020,RNQ,7.204065828
2232,Q4   2020,RNS,7.624918884
2233,Q4   2020,RNZ,8.851900393
2234,Q4   2020,RP5,7.713127359
2235,Q4   2020,RPA,6.59510917
2236,Q4   2020,RQM,6.216418947
2237,Q4   2020,RQW,6.69487124
2238,Q4   2020,RQX,6.43090856
2239,Q4   2020,RR7,7.018972501
2240,Q4   2020,RR8,8.201516575
2241,Q4   2020,RRF,6.299176578
2242,Q4   2020,RRK,7.069428054
2243,Q4   2020,RRV,7.184591643
2244,Q4   2020,RTD,6.515011973
2245,Q4   2020,RTE,6.214096595
2246,Q4   2020,RTF,6.3450299
2247,Q4   2020,RTG,6.572463291
2248,Q4   2020,RTH,6.217647985
2249,Q4   2020,RTK,6.784678683
2250,Q4   2020,RTP,6.927177472
2251,Q4   2020,RTR,6.881004242
2252,Q4   2020,RTX,7.999134349
2253,Q4   2020,RVJ,7.402743902
2254,Q4   2020,RVR,6.611473881
2255,Q4   2020,RVV,6.650422173
2256,Q4   2020,RVW,6.197655218
2257,Q4   2020,RVY,7.108087291
2258,Q4   2020,RWA,6.761135239
2259,Q4   2020,RWD,7.208980634
2260,Q4   2020,RWE,6.353972634
2261,Q4   2020,RWF,6.170202507
2262,Q4   2020,RWG,6.473335138
2263,Q4   2020,RWH,6.098794472
2264,Q4   2020,RWJ,8.03233581
2265,Q4   2020,RWP,5.613364106
2266,Q4   2020,RWW,8.740360484
2267,Q4   2020,RWY,6.252214317
2268,Q4   2020,RX1,6.966477901
2269,Q4   2020,RXC,7.234827842
2270,Q4   2020,RXF,6.80681589
2271,Q4   2020,RXK,6.147245763
2272,Q4   2020,RXL,8.512749828
2273,Q4   2020,RXN,7.728931141
2274,Q4   2020,RXP,6.440845704
2275,Q4   2020,RXQ,8.187422424
2276,Q4   2020,RXR,7.719798658
2277,Q4   2020,RXW,6.043149823
2278,Q4   2020,RYJ,7.07267302
2279,Q4   2020,RYR,7.067879418
2280,Q4   2021,R0A,7.569148128
2281,Q4   2021,R0B,7.040341849
2282,Q4   2021,R0D,6.970674967
2283,Q4   2021,R1F,7.139152435
2284,Q4   2021,R1H,7.624412848
2285,Q4   2021,R1K,7.051529933
2286,Q4   2021,RA2,6.447847682
2287,Q4   2021,RA4,7.898142938
2288,Q4   2021,RA7,7.840724402
2289,Q4   2021,RA9,8.28320702
2290,Q4   2021,RAE,6.471478778
2291,Q4   2021,RAJ,7.113845284
2292,Q4   2021,RAL,7.20203974
2293,Q4   2021,RAP,8.525668836
2294,Q4   2021,RAS,6.932727273
2295,Q4   2021,RAX,7.341820496
2296,Q4   2021,RBK,6.652591519
2297,Q4   2021,RBL,7.924901657
2298,Q4   2021,RBN,7.467895363
2299,Q4   2021,RBT,8.188950873
2300,Q4   2021,RBZ,6.814611872
2301,Q4   2021,RC9,6.792296744
2302,Q4   2021,RCB,7.020799542
2303,Q4   2021,RCD,8.38011122
2304,Q4   2021,RCF,6.920177964
2305,Q4   2021,RCX,7.206830123
2306,Q4   2021,RD1,6.439988976
2307,Q4   2021,RD8,7.072994129
2308,Q4   2021,RDE,6.99430037
2309,Q4   2021,RDU,7.947485094
2310,Q4   2021,REF,7.512405137
2311,Q4   2021,REM,8.692835153
2312,Q4   2021,RF4,7.382425345
2313,Q4   2021,RFF,5.902439024
2314,Q4   2021,RFR,6.623357394
2315,Q4   2021,RFS,5.652663285
2316,Q4   2021,RGN,7.75133953
2317,Q4   2021,RGP,9.188434696
2318,Q4   2021,RGR,7.763314747
2319,Q4   2021,RGT,8.432085786
2320,Q4   2021,RH5,10.34963289
2321,Q4   2021,RH8,7.317564559
2322,Q4   2021,RHM,7.400377482
2323,Q4   2021,RHQ,7.844662755
2324,Q4   2021,RHU,7.405879228
2325,Q4   2021,RHW,6.023521682
2326,Q4   2021,RJ1,6.784399225
2327,Q4   2021,RJ2,7.722303783
2328,Q4   2021,RJ6,9.453776042
2329,Q4   2021,RJ7,8.715845028
2330,Q4   2021,RJC,6.899298917
2331,Q4   2021,RJE,7.308630117
2332,Q4   2021,RJL,6.877460232
2333,Q4   2021,RJN,9.773035501
2334,Q4   2021,RJR,9.017533719
2335,Q4   2021,RJZ,8.28802589
2336,Q4   2021,RK5,6.892669393
2337,Q4   2021,RK9,8.94479084
2338,Q4   2021,RKB,6.832060428
2339,Q4   2021,RKE,7.954677755
2340,Q4   2021,RL4,6.920079191
2341,Q4   2021,RLQ,7.485114301
2342,Q4   2021,RLT,7.683536767
2343,Q4   2021,RM1,7.542554172
2344,Q4   2021,RM3,8.311967883
2345,Q4   2021,RMC,7.099047619
2346,Q4   2021,RMP,7.951526032
2347,Q4   2021,RN3,6.861419069
2348,Q4   2021,RN5,6.935184185
2349,Q4   2021,RN7,7.801442041
2350,Q4   2021,RNA,7.55929878
2351,Q4   2021,RNN,8.290548235
2352,Q4   2021,RNQ,8.564489112
2353,Q4   2021,RNS,8.196713465
2354,Q4   2021,RNZ,8.940766551
2355,Q4   2021,RP5,7.551650975
2356,Q4   2021,RPA,7.238564733
2357,Q4   2021,RQM,6.921552037
2358,Q4   2021,RQW,7.464131374
2359,Q4   2021,RQX,6.584385763
2360,Q4   2021,RR7,7.117670602
2361,Q4   2021,RR8,8.163857437
2362,Q4   2021,RRF,6.203258861
2363,Q4   2021,RRK,7.514397249
2364,Q4   2021,RRV,7.049819657
2365,Q4   2021,RTD,7.345710196
2366,Q4   2021,RTE,7.17904012
2367,Q4   2021,RTF,6.68913535
2368,Q4   2021,RTG,6.787365177
2369,Q4   2021,RTH,6.695714178
2370,Q4   2021,RTK,6.872673508
2371,Q4   2021,RTP,7.980137712
2372,Q4   2021,RTR,7.063378887
2373,Q4   2021,RTX,7.465994192
2374,Q4   2021,RVJ,7.855957081
2375,Q4   2021,RVR,7.48042145
2376,Q4   2021,RVV,7.355437666
2377,Q4   2021,RVW,5.831227306
2378,Q4   2021,RVY,7.391634981
2379,Q4   2021,RWA,7.335347722
2380,Q4   2021,RWD,7.660537762
2381,Q4   2021,RWE,7.044215181
2382,Q4   2021,RWF,6.654972092
2383,Q4   2021,RWG,6.48828324
2384,Q4   2021,RWH,6.70927652
2385,Q4   2021,RWJ,8.18071681
2386,Q4   2021,RWP,6.395174617
2387,Q4   2021,RWW,8.924220524
2388,Q4   2021,RWY,6.627001985
2389,Q4   2021,RX1,7.47409646
2390,Q4   2021,RXC,8.407492063
2391,Q4   2021,RXF,7.388587972
2392,Q4   2021,RXK,6.399008966
2393,Q4   2021,RXL,8.924082387
2394,Q4   2021,RXN,8.391649877
2395,Q4   2021,RXP,6.954122816
2396,Q4   2021,RXQ,8.701558591
2397,Q4   2021,RXR,7.566257341
2398,Q4   2021,RXW,6.793087819
2399,Q4   2021,RYJ,7.366831073
2400,Q4   2021,RYR,8.114282535
2401,Q4   2022,R0A,9.589821298
2402,Q4   2022,R0B,8.46794129
2403,Q4   2022,R0D,7.833194537
2404,Q4   2022,R1F,9.545038705
2405,Q4   2022,R1H,8.902232637
2406,Q4   2022,R1K,7.633905129
2407,Q4   2022,RA2,7.408214167
2408,Q4   2022,RA4,9.007497116
2409,Q4   2022,RA7,8.406289177
2410,Q4   2022,RA9,8.115143699
2411,Q4   2022,RAE,6.983565606
2412,Q4   2022,RAJ,8.265187663
2413,Q4   2022,RAL,8.402793401
2414,Q4   2022,RAP,10.28259779
2415,Q4   2022,RAS,7.668251748
2416,Q4   2022,RAX,8.212765957
2417,Q4   2022,RBK,7.539081537
2418,Q4   2022,RBL,8.769501625
2419,Q4   2022,RBN,7.996286536
2420,Q4   2022,RBT,8.85554102
2421,Q4   2022,RC9,7.499600107
2422,Q4   2022,RCB,7.831470764
2423,Q4   2022,RCD,8.476190476
2424,Q4   2022,RCF,7.346359743
2425,Q4   2022,RCX,9.922127469
2426,Q4   2022,RD1,6.988826816
2427,Q4   2022,RD8,8.280366692
2428,Q4   2022,RDE,7.461641193
2429,Q4   2022,REF,7.608701735
2430,Q4   2022,REM,10.17962056
2431,Q4   2022,RF4,7.858681296
2432,Q4   2022,RFF,6.572662865
2433,Q4   2022,RFR,6.590254313
2434,Q4   2022,RFS,7.108334651
2435,Q4   2022,RGN,8.609185152
2436,Q4   2022,RGP,10.29008222
2437,Q4   2022,RGR,8.374336445
2438,Q4   2022,RGT,9.362252502
2439,Q4   2022,RH5,10.30129833
2440,Q4   2022,RH8,7.953609486
2441,Q4   2022,RHM,7.997790578
2442,Q4   2022,RHQ,8.023854786
2443,Q4   2022,RHU,7.858449809
2444,Q4   2022,RHW,6.472845953
2445,Q4   2022,RJ1,7.096896912
2446,Q4   2022,RJ2,8.990707911
2447,Q4   2022,RJ6,9.439422181
2448,Q4   2022,RJ7,9.215457256
2449,Q4   2022,RJC,7.399874844
2450,Q4   2022,RJE,7.521158285
2451,Q4   2022,RJL,7.060462046
2452,Q4   2022,RJN,11.06294256
2453,Q4   2022,RJR,9.493419721
2454,Q4   2022,RJZ,9.25757085
2455,Q4   2022,RK5,8.137905605
2456,Q4   2022,RK9,9.581341043
2457,Q4   2022,RKB,7.228759244
2458,Q4   2022,RKE,9.321236559
2459,Q4   2022,RL4,6.885872738
2460,Q4   2022,RLQ,8.362087048
2461,Q4   2022,RLT,8.313318156
2462,Q4   2022,RM1,8.455140271
2463,Q4   2022,RM3,9.061247738
2464,Q4   2022,RMC,8.547439614
2465,Q4   2022,RMP,8.195846414
2466,Q4   2022,RN3,7.728163736
2467,Q4   2022,RN5,8.063457089
2468,Q4   2022,RN7,8.589446589
2469,Q4   2022,RNA,7.749711649
2470,Q4   2022,RNN,9.838557465
2471,Q4   2022,RNQ,8.024558976
2472,Q4   2022,RNS,9.716453538
2473,Q4   2022,RNZ,9.862182741
2474,Q4   2022,RP5,8.021763602
2475,Q4   2022,RPA,8.69429324
2476,Q4   2022,RQM,7.473476545
2477,Q4   2022,RQW,8.437884109
2478,Q4   2022,RQX,7.273087819
2479,Q4   2022,RR7,8.686257563
2480,Q4   2022,RR8,9.737637455
2481,Q4   2022,RRF,7.636024182
2482,Q4   2022,RRK,7.793619837
2483,Q4   2022,RRV,8.013371236
2484,Q4   2022,RTD,7.917292651
2485,Q4   2022,RTE,8.031859296
2486,Q4   2022,RTF,6.769595949
2487,Q4   2022,RTG,7.679892729
2488,Q4   2022,RTH,7.053834434
2489,Q4   2022,RTK,6.86055298
2490,Q4   2022,RTP,9.49806618
2491,Q4   2022,RTR,8.153751914
2492,Q4   2022,RTX,9.396587384
2493,Q4   2022,RVJ,8.18404846
2494,Q4   2022,RVR,8.475
2495,Q4   2022,RVV,9.57685576
2496,Q4   2022,RVW,6.008145796
2497,Q4   2022,RVY,8.976681855
2498,Q4   2022,RWA,8.434814815
2499,Q4   2022,RWD,8.246010383
2500,Q4   2022,RWE,7.025871172
2501,Q4   2022,RWF,7.073706343
2502,Q4   2022,RWG,7.249234694
2503,Q4   2022,RWH,6.805316197
2504,Q4   2022,RWJ,8.707536558
2505,Q4   2022,RWP,7.26779509
2506,Q4   2022,RWW,9.180971259
2507,Q4   2022,RWY,6.829188234
2508,Q4   2022,RX1,8.077440465
2509,Q4   2022,RXC,10.3885822
2510,Q4   2022,RXF,7.773260649
2511,Q4   2022,RXK,6.474360407
2512,Q4   2022,RXL,9.920988655
2513,Q4   2022,RXN,9.175781694
2514,Q4   2022,RXP,7.071193284
2515,Q4   2022,RXQ,10.04275055
2516,Q4   2022,RXR,8.59914134
2517,Q4   2022,RXW,7.439518463
2518,Q4   2022,RYJ,8.04368231
2519,Q4   2022,RYR,9.657882408
